category,name,movie,year,status
MAKEUP AND HAIRSTYLING,MALEFICENT: MISTRESS OF EVIL,"Paul Gooch, Arjen Tuiten and David White",2020,nominee
MAKEUP AND HAIRSTYLING,1917,"Naomi Donne, Tristan Versluis and Rebecca Cole",2020,nominee
MUSIC (ORIGINAL SCORE),JOKER,Hildur Guðnadóttir,2020,nominee
MUSIC (ORIGINAL SCORE),LITTLE WOMEN,Alexandre Desplat,2020,nominee
MUSIC (ORIGINAL SCORE),MARRIAGE STORY,Randy Newman,2020,nominee
MUSIC (ORIGINAL SCORE),1917,Thomas Newman,2020,nominee
MUSIC (ORIGINAL SCORE),STAR WARS: THE RISE OF SKYWALKER,John Williams,2020,nominee
MUSIC (ORIGINAL SONG),(I'M GONNA) LOVE ME AGAIN,from Rocketman; Music by Elton John; Lyric by Bernie Taupin,2020,nominee
MUSIC (ORIGINAL SONG),I CAN'T LET YOU THROW YOURSELF AWAY,from Toy Story 4; Music and Lyric by Randy Newman,2020,nominee
MUSIC (ORIGINAL SONG),I'M STANDING WITH YOU,from Breakthrough; Music and Lyric by Diane Warren,2020,nominee
MUSIC (ORIGINAL SONG),INTO THE UNKNOWN,from Frozen II; Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,2020,nominee
MUSIC (ORIGINAL SONG),STAND UP,from Harriet; Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo,2020,nominee
BEST PICTURE,PARASITE,"Kwak Sin Ae and Bong Joon Ho, Producers",2020,nominee
BEST PICTURE,FORD V FERRARI,"Peter Chernin, Jenno Topping and James Mangold, Producers",2020,nominee
BEST PICTURE,THE IRISHMAN,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",2020,nominee
BEST PICTURE,JOJO RABBIT,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",2020,nominee
BEST PICTURE,JOKER,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",2020,nominee
BEST PICTURE,LITTLE WOMEN,"Amy Pascal, Producer",2020,nominee
BEST PICTURE,MARRIAGE STORY,"Noah Baumbach and David Heyman, Producers",2020,nominee
BEST PICTURE,1917,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",2020,nominee
BEST PICTURE,ONCE UPON A TIME...IN HOLLYWOOD,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",2020,nominee
PRODUCTION DESIGN,ONCE UPON A TIME...IN HOLLYWOOD,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,2020,nominee
PRODUCTION DESIGN,THE IRISHMAN,Production Design: Bob Shaw; Set Decoration: Regina Graves,2020,nominee
PRODUCTION DESIGN,JOJO RABBIT,Production Design: Ra Vincent; Set Decoration: Nora Sopková,2020,nominee
PRODUCTION DESIGN,1917,Production Design: Dennis Gassner; Set Decoration: Lee Sandales,2020,nominee
PRODUCTION DESIGN,PARASITE,Production Design: Lee Ha Jun; Set Decoration: Cho Won Woo,2020,nominee
SHORT FILM (ANIMATED),HAIR LOVE,Matthew A. Cherry and Karen Rupert Toliver,2020,nominee
SHORT FILM (ANIMATED),DCERA (DAUGHTER),Daria Kashcheeva,2020,nominee
SHORT FILM (ANIMATED),KITBULL,Rosana Sullivan and Kathryn Hendrickson,2020,nominee
SHORT FILM (ANIMATED),MEMORABLE,Bruno Collet and Jean-François Le Corre,2020,nominee
SHORT FILM (ANIMATED),SISTER,Siqi Song,2020,nominee
SHORT FILM (LIVE ACTION),THE NEIGHBORS' WINDOW,Marshall Curry,2020,nominee
SHORT FILM (LIVE ACTION),BROTHERHOOD,Meryam Joobeur and Maria Gracia Turgeon,2020,nominee
SHORT FILM (LIVE ACTION),NEFTA FOOTBALL CLUB,Yves Piat and Damien Megherbi,2020,nominee
SHORT FILM (LIVE ACTION),SARIA,Bryan Buckley and Matt Lefebvre,2020,nominee
SHORT FILM (LIVE ACTION),A SISTER,Delphine Girard,2020,nominee
SOUND EDITING,FORD V FERRARI,Donald Sylvester,2020,nominee
SOUND EDITING,JOKER,Alan Robert Murray,2020,nominee
SOUND EDITING,1917,Oliver Tarney and Rachael Tate,2020,nominee
SOUND EDITING,ONCE UPON A TIME...IN HOLLYWOOD,Wylie Stateman,2020,nominee
SOUND EDITING,STAR WARS: THE RISE OF SKYWALKER,Matthew Wood and David Acord,2020,nominee
SOUND MIXING,1917,Mark Taylor and Stuart Wilson,2020,nominee
SOUND MIXING,AD ASTRA,"Gary Rydstrom, Tom Johnson and Mark Ulano",2020,nominee
SOUND MIXING,FORD V FERRARI,"Paul Massey, David Giammarco and Steven A. Morrow",2020,nominee
SOUND MIXING,JOKER,"Tom Ozanich, Dean Zupancic and Tod Maitland",2020,nominee
SOUND MIXING,ONCE UPON A TIME...IN HOLLYWOOD,"Michael Minkler, Christian P. Minkler and Mark Ulano",2020,nominee
VISUAL EFFECTS,1917,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",2020,nominee
VISUAL EFFECTS,AVENGERS: ENDGAME,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",2020,nominee
VISUAL EFFECTS,THE IRISHMAN,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",2020,nominee
VISUAL EFFECTS,THE LION KING,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",2020,nominee
VISUAL EFFECTS,STAR WARS: THE RISE OF SKYWALKER,"Roger Guyett, Neal Scanlan, Patrick Tubach and Dominic Tuohy",2020,nominee
WRITING (ADAPTED SCREENPLAY),JOJO RABBIT,Screenplay by Taika Waititi,2020,nominee
WRITING (ADAPTED SCREENPLAY),THE IRISHMAN,Screenplay by Steven Zaillian,2020,nominee
WRITING (ADAPTED SCREENPLAY),JOKER,Written by Todd Phillips & Scott Silver,2020,nominee
WRITING (ADAPTED SCREENPLAY),LITTLE WOMEN,Written for the screen by Greta Gerwig,2020,nominee
WRITING (ADAPTED SCREENPLAY),THE TWO POPES,Written by Anthony McCarten,2020,nominee
WRITING (ORIGINAL SCREENPLAY),PARASITE,"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",2020,nominee
WRITING (ORIGINAL SCREENPLAY),KNIVES OUT,Written by Rian Johnson,2020,nominee
WRITING (ORIGINAL SCREENPLAY),MARRIAGE STORY,Written by Noah Baumbach,2020,nominee
WRITING (ORIGINAL SCREENPLAY),1917,Written by Sam Mendes & Krysty Wilson-Cairns,2020,nominee
WRITING (ORIGINAL SCREENPLAY),ONCE UPON A TIME...IN HOLLYWOOD,Written by Quentin Tarantino,2020,nominee
ACTOR IN A LEADING ROLE,ANTHONY HOPKINS,The Father,2021,nominee
ACTOR IN A LEADING ROLE,RIZ AHMED,Sound of Metal,2021,nominee
ACTOR IN A LEADING ROLE,CHADWICK BOSEMAN,Ma Rainey's Black Bottom,2021,nominee
ACTOR IN A LEADING ROLE,GARY OLDMAN,Mank,2021,nominee
ACTOR IN A LEADING ROLE,STEVEN YEUN,Minari,2021,nominee
ACTOR IN A SUPPORTING ROLE,DANIEL KALUUYA,Judas and the Black Messiah,2021,nominee
ACTOR IN A SUPPORTING ROLE,SACHA BARON COHEN,The Trial of the Chicago 7,2021,nominee
ACTOR IN A SUPPORTING ROLE,"LESLIE ODOM, JR.",One Night in Miami...,2021,nominee
ACTOR IN A SUPPORTING ROLE,PAUL RACI,Sound of Metal,2021,nominee
ACTOR IN A SUPPORTING ROLE,LAKEITH STANFIELD,Judas and the Black Messiah,2021,nominee
ACTRESS IN A LEADING ROLE,FRANCES MCDORMAND,Nomadland,2021,nominee
ACTRESS IN A LEADING ROLE,VIOLA DAVIS,Ma Rainey's Black Bottom,2021,nominee
ACTRESS IN A LEADING ROLE,ANDRA DAY,The United States vs. Billie Holiday,2021,nominee
ACTRESS IN A LEADING ROLE,VANESSA KIRBY,Pieces of a Woman,2021,nominee
ACTRESS IN A LEADING ROLE,CAREY MULLIGAN,Promising Young Woman,2021,nominee
ACTRESS IN A SUPPORTING ROLE,YUH-JUNG YOUN,Minari,2021,nominee
ACTRESS IN A SUPPORTING ROLE,MARIA BAKALOVA,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2021,nominee
ACTRESS IN A SUPPORTING ROLE,GLENN CLOSE,Hillbilly Elegy,2021,nominee
ACTRESS IN A SUPPORTING ROLE,OLIVIA COLMAN,The Father,2021,nominee
ACTRESS IN A SUPPORTING ROLE,AMANDA SEYFRIED,Mank,2021,nominee
ANIMATED FEATURE FILM,SOUL,Pete Docter and Dana Murray,2021,nominee
ANIMATED FEATURE FILM,ONWARD,Dan Scanlon and Kori Rae,2021,nominee
ANIMATED FEATURE FILM,OVER THE MOON,"Glen Keane, Gennie Rim and Peilin Chou",2021,nominee
ANIMATED FEATURE FILM,A SHAUN THE SHEEP MOVIE: FARMAGEDDON,"Richard Phelan, Will Becher and Paul Kewley",2021,nominee
ANIMATED FEATURE FILM,WOLFWALKERS,"Tomm Moore, Ross Stewart, Paul Young and Stéphan Roelants",2021,nominee
CINEMATOGRAPHY,MANK,Erik Messerschmidt,2021,nominee
CINEMATOGRAPHY,JUDAS AND THE BLACK MESSIAH,Sean Bobbitt,2021,nominee
CINEMATOGRAPHY,NEWS OF THE WORLD,Dariusz Wolski,2021,nominee
CINEMATOGRAPHY,NOMADLAND,Joshua James Richards,2021,nominee
CINEMATOGRAPHY,THE TRIAL OF THE CHICAGO 7,Phedon Papamichael,2021,nominee
COSTUME DESIGN,MA RAINEY'S BLACK BOTTOM,Ann Roth,2021,nominee
COSTUME DESIGN,EMMA,Alexandra Byrne,2021,nominee
COSTUME DESIGN,MANK,Trish Summerville,2021,nominee
COSTUME DESIGN,MULAN,Bina Daigeler,2021,nominee
COSTUME DESIGN,PINOCCHIO,Massimo Cantini Parrini,2021,nominee
DIRECTING,NOMADLAND,Chloé Zhao,2021,nominee
DIRECTING,ANOTHER ROUND,Thomas Vinterberg,2021,nominee
DIRECTING,MANK,David Fincher,2021,nominee
DIRECTING,MINARI,Lee Isaac Chung,2021,nominee
DIRECTING,PROMISING YOUNG WOMAN,Emerald Fennell,2021,nominee
DOCUMENTARY (FEATURE),MY OCTOPUS TEACHER,"Pippa Ehrlich, James Reed and Craig Foster",2021,nominee
DOCUMENTARY (FEATURE),COLLECTIVE,Alexander Nanau and Bianca Oana,2021,nominee
DOCUMENTARY (FEATURE),CRIP CAMP,"Nicole Newnham, Jim LeBrecht and Sara Bolder",2021,nominee
DOCUMENTARY (FEATURE),THE MOLE AGENT,Maite Alberdi and Marcela Santibáñez,2021,nominee
DOCUMENTARY (FEATURE),TIME,"Garrett Bradley, Lauren Domino and Kellen Quinn",2021,nominee
DOCUMENTARY (SHORT SUBJECT),COLETTE,Anthony Giacchino and Alice Doyard,2021,nominee
DOCUMENTARY (SHORT SUBJECT),A CONCERTO IS A CONVERSATION,Ben Proudfoot and Kris Bowers,2021,nominee
DOCUMENTARY (SHORT SUBJECT),DO NOT SPLIT,Anders Hammer and Charlotte Cook,2021,nominee
DOCUMENTARY (SHORT SUBJECT),HUNGER WARD,Skye Fitzgerald and Michael Scheuerman,2021,nominee
DOCUMENTARY (SHORT SUBJECT),A LOVE SONG FOR LATASHA,Sophia Nahli Allison and Janice Duncan,2021,nominee
FILM EDITING,SOUND OF METAL,Mikkel E. G. Nielsen,2021,nominee
FILM EDITING,THE FATHER,Yorgos Lamprinos,2021,nominee
FILM EDITING,NOMADLAND,Chloé Zhao,2021,nominee
FILM EDITING,PROMISING YOUNG WOMAN,Frédéric Thoraval,2021,nominee
FILM EDITING,THE TRIAL OF THE CHICAGO 7,Alan Baumgarten,2021,nominee
INTERNATIONAL FEATURE FILM,ANOTHER ROUND,Denmark,2021,nominee
INTERNATIONAL FEATURE FILM,BETTER DAYS,Hong Kong,2021,nominee
INTERNATIONAL FEATURE FILM,COLLECTIVE,Romania,2021,nominee
INTERNATIONAL FEATURE FILM,THE MAN WHO SOLD HIS SKIN,Tunisia,2021,nominee
INTERNATIONAL FEATURE FILM,"QUO VADIS, AIDA?",Bosnia and Herzegovina,2021,nominee
MAKEUP AND HAIRSTYLING,MA RAINEY'S BLACK BOTTOM,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson",2021,nominee
MAKEUP AND HAIRSTYLING,EMMA,"Marese Langan, Laura Allen and Claudia Stolze",2021,nominee
MAKEUP AND HAIRSTYLING,HILLBILLY ELEGY,"Eryn Krueger Mekash, Matthew Mungle and Patricia Dehaney",2021,nominee
MAKEUP AND HAIRSTYLING,MANK,"Gigi Williams, Kimberley Spiteri and Colleen LaBaff",2021,nominee
MAKEUP AND HAIRSTYLING,PINOCCHIO,"Mark Coulier, Dalia Colli and Francesco Pegoretti",2021,nominee
MUSIC (ORIGINAL SCORE),SOUL,"Trent Reznor, Atticus Ross and Jon Batiste",2021,nominee
MUSIC (ORIGINAL SCORE),DA 5 BLOODS,Terence Blanchard,2021,nominee
MUSIC (ORIGINAL SCORE),MANK,Trent Reznor and Atticus Ross,2021,nominee
MUSIC (ORIGINAL SCORE),MINARI,Emile Mosseri,2021,nominee
MUSIC (ORIGINAL SCORE),NEWS OF THE WORLD,James Newton Howard,2021,nominee
MUSIC (ORIGINAL SONG),FIGHT FOR YOU,from Judas and the Black Messiah; Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas,2021,nominee
MUSIC (ORIGINAL SONG),HEAR MY VOICE,from The Trial of the Chicago 7; Music by Daniel Pemberton; Lyric by Daniel Pemberton and Celeste Waite,2021,nominee
MUSIC (ORIGINAL SONG),HUSAVIK,"from Eurovision Song Contest: The Story of Fire Saga; Music and Lyric by Savan Kotecha, Fat Max Gsus and Rickard Göransson",2021,nominee
MUSIC (ORIGINAL SONG),IO SÌ (SEEN),from The Life Ahead (La Vita Davanti a Se); Music by Diane Warren; Lyric by Diane Warren and Laura Pausini,2021,nominee
MUSIC (ORIGINAL SONG),SPEAK NOW,"from One Night in Miami...; Music and Lyric by Leslie Odom, Jr. and Sam Ashworth",2021,nominee
BEST PICTURE,NOMADLAND,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",2021,nominee
BEST PICTURE,THE FATHER,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers",2021,nominee
BEST PICTURE,JUDAS AND THE BLACK MESSIAH,"Shaka King, Charles D. King and Ryan Coogler, Producers",2021,nominee
BEST PICTURE,MANK,"Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers",2021,nominee
BEST PICTURE,MINARI,"Christina Oh, Producer",2021,nominee
BEST PICTURE,PROMISING YOUNG WOMAN,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers",2021,nominee
BEST PICTURE,SOUND OF METAL,"Bert Hamelinck and Sacha Ben Harroche, Producers",2021,nominee
BEST PICTURE,THE TRIAL OF THE CHICAGO 7,"Marc Platt and Stuart Besser, Producers",2021,nominee
PRODUCTION DESIGN,MANK,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale,2021,nominee
PRODUCTION DESIGN,THE FATHER,Production Design: Peter Francis; Set Decoration: Cathy Featherstone,2021,nominee
PRODUCTION DESIGN,MA RAINEY'S BLACK BOTTOM,Production Design: Mark Ricker; Set Decoration: Karen O'Hara and Diana Stoughton,2021,nominee
PRODUCTION DESIGN,NEWS OF THE WORLD,Production Design: David Crank; Set Decoration: Elizabeth Keenan,2021,nominee
PRODUCTION DESIGN,TENET,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,2021,nominee
SHORT FILM (ANIMATED),IF ANYTHING HAPPENS I LOVE YOU,Will McCormack and Michael Govier,2021,nominee
SHORT FILM (ANIMATED),BURROW,Madeline Sharafian and Michael Capbarat,2021,nominee
SHORT FILM (ANIMATED),GENIUS LOCI,Adrien Mérigeau and Amaury Ovise,2021,nominee
SHORT FILM (ANIMATED),OPERA,Erick Oh,2021,nominee
SHORT FILM (ANIMATED),YES-PEOPLE,Gísli Darri Halldórsson and Arnar Gunnarsson,2021,nominee
SHORT FILM (LIVE ACTION),TWO DISTANT STRANGERS,Travon Free and Martin Desmond Roe,2021,nominee
SHORT FILM (LIVE ACTION),FEELING THROUGH,Doug Roland and Susan Ruzenski,2021,nominee
SHORT FILM (LIVE ACTION),THE LETTER ROOM,Elvira Lind and Sofia Sondervan,2021,nominee
SHORT FILM (LIVE ACTION),THE PRESENT,Farah Nabulsi and Ossama Bawardi,2021,nominee
SHORT FILM (LIVE ACTION),WHITE EYE,Tomer Shushan and Shira Hochman,2021,nominee
SOUND,SOUND OF METAL,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh",2021,nominee
SOUND,GREYHOUND,"Warren Shaw, Michael Minkler, Beau Borders and David Wyman",2021,nominee
SOUND,MANK,"Ren Klyce, Jeremy Molod, David Parker, Nathan Nance and Drew Kunin",2021,nominee
SOUND,NEWS OF THE WORLD,"Oliver Tarney, Mike Prestwood Smith, William Miller and John Pritchett",2021,nominee
SOUND,SOUL,"Ren Klyce, Coya Elliott and David Parker",2021,nominee
VISUAL EFFECTS,TENET,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",2021,nominee
VISUAL EFFECTS,LOVE AND MONSTERS,"Matt Sloan, Genevieve Camilleri, Matt Everitt and Brian Cox",2021,nominee
VISUAL EFFECTS,THE MIDNIGHT SKY,"Matthew Kasmir, Christopher Lawrence, Max Solomon and David Watkins",2021,nominee
VISUAL EFFECTS,MULAN,"Sean Faden, Anders Langlands, Seth Maury and Steve Ingram",2021,nominee
VISUAL EFFECTS,THE ONE AND ONLY IVAN,"Nick Davis, Greg Fisher, Ben Jones and Santiago Colomo Martinez",2021,nominee
WRITING (ADAPTED SCREENPLAY),THE FATHER,Screenplay by Christopher Hampton and Florian Zeller,2021,nominee
WRITING (ADAPTED SCREENPLAY),BORAT SUBSEQUENT MOVIEFILM: DELIVERY OF PRODIGIOUS BRIBE TO AMERICAN REGIME FOR MAKE BENEFIT ONCE GLORIOUS NATION OF KAZAKHSTAN,Screenplay by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Peter Baynham & Erica Rivinoja & Dan Mazer & Jena Friedman & Lee Kern; Story by Sacha Baron Cohen & Anthony Hines & Dan Swimer & Nina Pedrad,2021,nominee
WRITING (ADAPTED SCREENPLAY),NOMADLAND,Written for the screen by Chloé Zhao,2021,nominee
WRITING (ADAPTED SCREENPLAY),ONE NIGHT IN MIAMI...,Screenplay by Kemp Powers,2021,nominee
WRITING (ADAPTED SCREENPLAY),THE WHITE TIGER,Written for the screen by Ramin Bahrani,2021,nominee
WRITING (ORIGINAL SCREENPLAY),PROMISING YOUNG WOMAN,Written by Emerald Fennell,2021,nominee
WRITING (ORIGINAL SCREENPLAY),JUDAS AND THE BLACK MESSIAH,Screenplay by Will Berson & Shaka King; Story by Will Berson & Shaka King and Kenny Lucas & Keith Lucas,2021,nominee
WRITING (ORIGINAL SCREENPLAY),MINARI,Written by Lee Isaac Chung,2021,nominee
WRITING (ORIGINAL SCREENPLAY),SOUND OF METAL,Screenplay by Darius Marder & Abraham Marder; Story by Darius Marder & Derek Cianfrance,2021,nominee
WRITING (ORIGINAL SCREENPLAY),THE TRIAL OF THE CHICAGO 7,Written by Aaron Sorkin,2021,nominee
ACTOR IN A LEADING ROLE,WILL SMITH,King Richard,2022,nominee
ACTOR IN A LEADING ROLE,JAVIER BARDEM,Being the Ricardos,2022,nominee
ACTOR IN A LEADING ROLE,BENEDICT CUMBERBATCH,The Power of the Dog,2022,nominee
ACTOR IN A LEADING ROLE,ANDREW GARFIELD,"tick, tick...BOOM!",2022,nominee
ACTOR IN A LEADING ROLE,DENZEL WASHINGTON,The Tragedy of Macbeth,2022,nominee
ACTOR IN A SUPPORTING ROLE,TROY KOTSUR,CODA,2022,nominee
ACTOR IN A SUPPORTING ROLE,CIARÁN HINDS,Belfast,2022,nominee
ACTOR IN A SUPPORTING ROLE,JESSE PLEMONS,The Power of the Dog,2022,nominee
ACTOR IN A SUPPORTING ROLE,J.K. SIMMONS,Being the Ricardos,2022,nominee
ACTOR IN A SUPPORTING ROLE,KODI SMIT-MCPHEE,The Power of the Dog,2022,nominee
ACTRESS IN A LEADING ROLE,JESSICA CHASTAIN,The Eyes of Tammy Faye,2022,nominee
ACTRESS IN A LEADING ROLE,OLIVIA COLMAN,The Lost Daughter,2022,nominee
ACTRESS IN A LEADING ROLE,PENÉLOPE CRUZ,Parallel Mothers,2022,nominee
ACTRESS IN A LEADING ROLE,NICOLE KIDMAN,Being the Ricardos,2022,nominee
ACTRESS IN A LEADING ROLE,KRISTEN STEWART,Spencer,2022,nominee
ACTRESS IN A SUPPORTING ROLE,ARIANA DEBOSE,West Side Story,2022,nominee
ACTRESS IN A SUPPORTING ROLE,JESSIE BUCKLEY,The Lost Daughter,2022,nominee
ACTRESS IN A SUPPORTING ROLE,JUDI DENCH,Belfast,2022,nominee
ACTRESS IN A SUPPORTING ROLE,KIRSTEN DUNST,The Power of the Dog,2022,nominee
ACTRESS IN A SUPPORTING ROLE,AUNJANUE ELLIS,King Richard,2022,nominee
ANIMATED FEATURE FILM,ENCANTO,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer",2022,nominee
ANIMATED FEATURE FILM,FLEE,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie",2022,nominee
ANIMATED FEATURE FILM,LUCA,Enrico Casarosa and Andrea Warren,2022,nominee
ANIMATED FEATURE FILM,THE MITCHELLS VS. THE MACHINES,"Mike Rianda, Phil Lord, Christopher Miller and Kurt Albrecht",2022,nominee
ANIMATED FEATURE FILM,RAYA AND THE LAST DRAGON,"Don Hall, Carlos López Estrada, Osnat Shurer and Peter Del Vecho",2022,nominee
CINEMATOGRAPHY,DUNE,Greig Fraser,2022,nominee
CINEMATOGRAPHY,NIGHTMARE ALLEY,Dan Laustsen,2022,nominee
CINEMATOGRAPHY,THE POWER OF THE DOG,Ari Wegner,2022,nominee
CINEMATOGRAPHY,THE TRAGEDY OF MACBETH,Bruno Delbonnel,2022,nominee
CINEMATOGRAPHY,WEST SIDE STORY,Janusz Kaminski,2022,nominee
COSTUME DESIGN,CRUELLA,Jenny Beavan,2022,nominee
COSTUME DESIGN,CYRANO,Massimo Cantini Parrini and Jacqueline Durran,2022,nominee
COSTUME DESIGN,DUNE,Jacqueline West and Robert Morgan,2022,nominee
COSTUME DESIGN,NIGHTMARE ALLEY,Luis Sequeira,2022,nominee
COSTUME DESIGN,WEST SIDE STORY,Paul Tazewell,2022,nominee
DIRECTING,THE POWER OF THE DOG,Jane Campion,2022,nominee
DIRECTING,BELFAST,Kenneth Branagh,2022,nominee
DIRECTING,DRIVE MY CAR,Ryusuke Hamaguchi,2022,nominee
DIRECTING,LICORICE PIZZA,Paul Thomas Anderson,2022,nominee
DIRECTING,WEST SIDE STORY,Steven Spielberg,2022,nominee
DOCUMENTARY (FEATURE),"SUMMER OF SOUL (...OR, WHEN THE REVOLUTION COULD NOT BE TELEVISED)","Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein",2022,nominee
DOCUMENTARY (FEATURE),ASCENSION,"Jessica Kingdon, Kira Simon-Kennedy and Nathan Truesdell",2022,nominee
DOCUMENTARY (FEATURE),ATTICA,Stanley Nelson and Traci A. Curry,2022,nominee
DOCUMENTARY (FEATURE),FLEE,"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie",2022,nominee
DOCUMENTARY (FEATURE),WRITING WITH FIRE,Rintu Thomas and Sushmit Ghosh,2022,nominee
DOCUMENTARY (SHORT SUBJECT),THE QUEEN OF BASKETBALL,Ben Proudfoot,2022,nominee
DOCUMENTARY (SHORT SUBJECT),AUDIBLE,Matt Ogens and Geoff McLean,2022,nominee
DOCUMENTARY (SHORT SUBJECT),LEAD ME HOME,Pedro Kos and Jon Shenk,2022,nominee
DOCUMENTARY (SHORT SUBJECT),THREE SONGS FOR BENAZIR,Elizabeth Mirzaei and Gulistan Mirzaei,2022,nominee
DOCUMENTARY (SHORT SUBJECT),WHEN WE WERE BULLIES,Jay Rosenblatt,2022,nominee
FILM EDITING,DUNE,Joe Walker,2022,nominee
FILM EDITING,DON'T LOOK UP,Hank Corwin,2022,nominee
FILM EDITING,KING RICHARD,Pamela Martin,2022,nominee
FILM EDITING,THE POWER OF THE DOG,Peter Sciberras,2022,nominee
FILM EDITING,"TICK, TICK...BOOM!",Myron Kerstein and Andrew Weisblum,2022,nominee
INTERNATIONAL FEATURE FILM,DRIVE MY CAR,Japan,2022,nominee
INTERNATIONAL FEATURE FILM,FLEE,Denmark,2022,nominee
INTERNATIONAL FEATURE FILM,THE HAND OF GOD,Italy,2022,nominee
INTERNATIONAL FEATURE FILM,LUNANA: A YAK IN THE CLASSROOM,Bhutan,2022,nominee
INTERNATIONAL FEATURE FILM,THE WORST PERSON IN THE WORLD,Norway,2022,nominee
MAKEUP AND HAIRSTYLING,THE EYES OF TAMMY FAYE,"Linda Dowds, Stephanie Ingram and Justin Raleigh",2022,nominee
MAKEUP AND HAIRSTYLING,COMING 2 AMERICA,"Mike Marino, Stacey Morris and Carla Farmer",2022,nominee
MAKEUP AND HAIRSTYLING,CRUELLA,"Nadia Stacey, Naomi Donne and Julia Vernon",2022,nominee
MAKEUP AND HAIRSTYLING,DUNE,"Donald Mowat, Love Larson and Eva von Bahr",2022,nominee
MAKEUP AND HAIRSTYLING,HOUSE OF GUCCI,"Göran Lundström, Anna Carin Lock and Frederic Aspiras",2022,nominee
MUSIC (ORIGINAL SCORE),DUNE,Hans Zimmer,2022,nominee
MUSIC (ORIGINAL SCORE),DON'T LOOK UP,Nicholas Britell,2022,nominee
MUSIC (ORIGINAL SCORE),ENCANTO,Germaine Franco,2022,nominee
MUSIC (ORIGINAL SCORE),PARALLEL MOTHERS,Alberto Iglesias,2022,nominee
MUSIC (ORIGINAL SCORE),THE POWER OF THE DOG,Jonny Greenwood,2022,nominee
MUSIC (ORIGINAL SONG),NO TIME TO DIE,from No Time to Die; Music and Lyric by Billie Eilish and Finneas O'Connell,2022,nominee
MUSIC (ORIGINAL SONG),BE ALIVE,from King Richard; Music and Lyric by DIXSON and Beyoncé Knowles-Carter,2022,nominee
MUSIC (ORIGINAL SONG),DOS ORUGUITAS,from Encanto; Music and Lyric by Lin-Manuel Miranda,2022,nominee
MUSIC (ORIGINAL SONG),DOWN TO JOY,from Belfast; Music and Lyric by Van Morrison,2022,nominee
MUSIC (ORIGINAL SONG),SOMEHOW YOU DO,from Four Good Days; Music and Lyric by Diane Warren,2022,nominee
BEST PICTURE,CODA,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",2022,nominee
BEST PICTURE,BELFAST,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers",2022,nominee
BEST PICTURE,DON'T LOOK UP,"Adam McKay and Kevin Messick, Producers",2022,nominee
BEST PICTURE,DRIVE MY CAR,"Teruhisa Yamamoto, Producer",2022,nominee
BEST PICTURE,DUNE,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers",2022,nominee
BEST PICTURE,KING RICHARD,"Tim White, Trevor White and Will Smith, Producers",2022,nominee
BEST PICTURE,LICORICE PIZZA,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers",2022,nominee
